Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Feeling regret,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71298210.htm,2.0,"Nov 22, 2022",Anonymous Employee,"Current Employee, less than 1 year",,Pros,"Reputable corporation, base pay is fair to start, mostly good people to work with, benefits are good",Cons,"Originally was excited to join but almost immediately during onboarding I started to see the culture that was different from what was discussed during interviews. Feeling regret after taking this new job. You have to essentially sell your soul to work here, you have to hand over all your financial accounts and there are so many restrictions and requirements with what you can do from your accounts down to outside activity, to social media, and even access to your personal devices if you choose to use your personal phone for work. So many meetings, all are required to be on-camera. WFH here is so behind the times, they went from mandated 3 days/month during their “dynamic working” to now a full 5-day work week/month, boasting this dynamic model as some sort of super flexible way for their employees to work. Teams are spread across the country and even internationally, why must employees go into an office to take the same Zoom calls with their out of state team and managers? Dynamic working is a farce dressed up in an appealing package as if employees are considered first, when in reality this is a corporation stuck in micromanaging and sinking money into real estate for show when their talent can absolutely perform well and better WFH. What a blow to morale and how convenient this comes out of nowhere with no discussions with managers and after the pulse survey is complete. Onboarding is super overwhelming and stressful, it seems they have a structure with their training but you’re just thrown in with short deadlines and not much direction. CEO is very clearly struggling with adapting to evolving times and letting go of old ways. I could have dealt with some of these, even the original 3 day/month in-office work. But now I’m already on my way out.",1
Fairly Chill (Sometimes too much),https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73561142.htm,4.0,"Feb 12, 2023",Software Engineer,"Current Employee, more than 3 years","Durham, NC",Pros,"People are great, management has been fair",Cons,"Most engineers I've encountered have mediocre skills for the job, work-load can be very light most times and leaves too much free time",2
Culture Focused Business,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71792352.htm,5.0,"Dec 12, 2022",Workplace Planning Associate,"Current Employee, less than 1 year","Denver, CO",Pros,"It always feels like Fidelity is in your corner when it comes to your career growth Fidelity has a wide range of extra benefits, from Fitness and Phone Bill reimbursements, to paying for you to get advanced certifications (like the CFP) Fidelity pays you to simply study for the Series 7 and 66 exams, compared to other firms where you have to work a full day then study at nights",Cons,"Only been here a few months, so haven't experienced many yet",
Life Changing,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW67351394.htm,5.0,"Jul 30, 2022","Director, Retirement Planner","Current Employee, more than 1 year","Westlake, TX",Pros,"*7% 401k match *10% profit sharing *Tax season bonuses just for doing your job *The tax-exempt market (TEM) division of Fidelity feels like a tight-knit community within the greater Fidelity ecosystem. *Have not experienced a notable degree of micromanagement in the TEM organization, which I hear can be a challenge in other divisions. *This company greatly rewards hard work and has provided opportunities that have changed my life. *Have been blessed with great managers who want to foster my long-term career growth. ""Career vitality"" is a major focus of the organization top to bottom, and it has proved to resonate for me.",Cons,"*You learn most of what you need on the job; baptism by fire. This can be a good thing though, as it forces you to adapt and learn quickly.",4
Best company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73885392.htm,5.0,"Feb 22, 2023",Investment Solutions Representative,"Current Employee, more than 1 year","Smithfield, RI",Pros,"Great work culture, Benefits, Pay and managers that really are there to help you achieve your best",Cons,No cons to speak of in my opinion,
Financial Planning,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74000256.htm,5.0,"Feb 26, 2023",Planning Consultant,"Current Employee, more than 1 year","Philadelphia, PA",Pros,Decent Pay. Nice way to gain experience. Great benefits.,Cons,More room to make more money would be nice. Wish role had more to it.,
Good company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73225107.htm,5.0,"Feb 1, 2023",Investment Management Consultant II,"Current Employee, more than 1 year","Jacksonville, FL",Pros,Good pay and great benefits. They look to get you promoted at the headquarters.,Cons,No issues so far in all honesty,1
Really great to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72249388.htm,5.0,"Jan 2, 2023",Senior Software Engineer,Current Employee,,Pros,I have been working with Fidelity Investments for past 5 years as contractor for first 3 years and as full time employe for last 2 years. The work environment is really great and I have been provided with opportunities to improve and challenge my self,Cons,Nothing I can say as cons. I would not be here for 5 years if there are cons lol,
Just don’t,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72957289.htm,1.0,"Jan 24, 2023",Customer Service Manager (CSM),"Former Employee, more than 10 years","Covington, KY",Pros,Giving me the opportunity to take a buyout.,Cons,They don’t listen to employees feedback. Impossible to take any time off. They don’t care about work life balance.,5
Large corporation with usual benefits and problems,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73440782.htm,4.0,"Feb 8, 2023",Vice President,"Current Employee, more than 10 years","Raleigh, NC",Pros,"Good culture, great benefits, work life balance",Cons,"Bureucratic, very few talented people",1
Great job,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74439474.htm,5.0,"Mar 12, 2023",Software Engineer,"Current Employee, more than 3 years","Raleigh, NC",Pros,Great pay and great culture,Cons,Fast pace work environment usually,
Its OK,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73340933.htm,4.0,"Feb 5, 2023",Principal Software Engineer,"Current Employee, less than 1 year","Durham, NC",Pros,Good Benefits Good Work life balance Yet to see....,Cons,Hiring process is damn slow Low Base Salary 401K employer share after 1 year Medical insurance is little higher,
Good Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72379563.htm,4.0,"Jan 6, 2023",Anonymous Employee,"Current Employee, more than 1 year",,Pros,"Great career advancement opportunities, tons of benefit offerings",Cons,"Training does not prepare you very well for the role, pay is not as high compared to competitors (although the benefits could make up for it)",
Great place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73846916.htm,5.0,"Feb 21, 2023",Customer Service Representative,"Current Employee, more than 1 year","Westlake, TX",Pros,"Fidelity is a great place to work. Benefits, culture, management, everything is top tier!",Cons,No real cons to working here,
401k Service Associate with other job exposure as well.,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69763845.htm,5.0,"Oct 4, 2022",Anonymous Employee,"Current Employee, less than 1 year","Westlake, TX",Pros,You get to see different parts of the company through job shadowing. Fidelity pays for your licenses. Great team environment. Back office exposure in this role.,Cons,"Lots of phone time- easy to get burnt out if you do not use your PTO. You are very micro-managed in this role. Later down the line, there is room for more autonomy.",
Great Entry Job,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73704204.htm,5.0,"Feb 16, 2023",Customer Relationship Advocate,"Former Employee, less than 1 year","Salt Lake City, UT",Pros,Incredible insurance and benefits offered,Cons,Lower salary and they blame the insurance,
Great work environment and benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW73811478.htm,5.0,"Feb 20, 2023",Customer Relationship Advocate,"Current Employee, less than 1 year","Jacksonville, FL",Pros,* Work environment * Paid for licenses * Decent starting pay,Cons,* 1-year service minimum for promotion.,
Great for new grads,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW74064900.htm,3.0,"Feb 28, 2023",High Net Worth Service Associate,Current Employee,"Greenwood Village, Arapahoe, CO",Pros,Great paying job with lots of career advancement,Cons,Taking phone calls all day can be exhausting,
Good experience and benefits,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71452951.htm,3.0,"Nov 28, 2022",High Net Worth Service Associate,"Current Employee, more than 1 year","Covington, KY",Pros,Good experience and benefits. Fidelity will help you get licensed and does provide opportunities for growth. The benefits are excellent the pay is okay.,Cons,Your micromanage right down to the exact words you say to clients. Everything is recorded and you are scrutinized on things that were totally irrelevant to the interaction. The metrics in which you are graded are blatantly unfair. The clients are demanding and rude. Oftentimes insufferable. This job can be absolutely draining.,2
